ccode,cname,year,ccodealp,cname_year,ccodealp_year,ccodecow,ccodewb,version,ajr_settmort,al_ethnic,al_language,al_religion,arda_bagenpct,arda_bugenpct,arda_chgenpct,arda_cogenpct,arda_higenpct,arda_isgenpct,arda_jagenpct,arda_jdgenpct,arda_norelpct,arda_otgenpct,arda_shgenpct,arda_sigenpct,arda_sygenpct,arda_tagenpct,arda_zogenpct,bci_bci,biu_girel,biu_offrel,biu_offres,bl_asy25f,bl_asy25m,bl_asy25mf,bl_lh_25mf,bl_lp_25mf,bl_ls_25mf,bl_lu_25mf,bmr_dem,bmr_demdur,ccp_cc,ccp_childwrk,ccp_equal,ccp_freerel,ccp_slave,ccp_strike,chga_demo,ciri_assn,ciri_dommov,ciri_formov,ciri_injud,ciri_physint,ciri_polpris,ciri_relfre_new,ciri_speech,ciri_tort,cpds_enps,cpds_enpv,cpds_la,cpds_lall,cpds_lcom,cpds_lcon,cpds_le,cpds_lfe,cpds_lg,cpds_ll,cpds_lls,cpds_lmo,cpds_lnl,cpds_lo,cpds_lp,cpds_lpc,cpds_lpen,cpds_lper,cpds_lr,cpds_lreg,cpds_lrel,cpds_ls,cpds_tg,cpds_vt,cspf_sfi,cspv_civviol,cspv_civwar,cspv_ethviol,cspv_ethwar,cspv_intviol,cspv_intwar,diat_ti,dpi_cemo,dpi_checks,dpi_cl,dpi_dhondt,dpi_gf,dpi_gprlc1,dpi_gpvs1,dpi_gvs,dpi_plurality,dpi_polariz,dpi_pr,dpi_pvfr,dpi_system,dpi_tf,dpi_thresh,dpi_vslop1,dr_eg,dr_ig,el_gunn1,ffp_ext,ffp_fsi,ffp_hf,ffp_hr,ffp_ps,ffp_ref,ffp_sec,ffp_sl,ffp_ued,fh_aor,fh_cl,fh_ep,fh_feb,fh_fog,fh_ipolity2,fh_pair,fh_pr,fh_rol,fh_status,fi_ftradeint,fi_index,gd_ptsa,gle_cgdpc,gle_exp,gle_gdp,gle_imp,gle_pop,gle_rgdpc,gle_trade,gol_enep,gol_est,gol_est_spec,gol_pr,gwf_regimetype,h_j,hf_efiscore,hf_financ,hf_invest,hf_labor,hf_prights,ht_colonial,ht_region,ht_regtype,ht_regtype1,iaep_bp,iaep_cc,iaep_epmf,iaep_es,iaep_osp,iaep_ufs,icrg_qog,ictd_rev,ihme_drbs,ihme_drf,ihme_drm,iiag_be,iiag_edu,iiag_gov,iiag_hd,iiag_he,iiag_inf,iiag_ns,iiag_phr,iiag_rol,iiag_srol,iiag_wel,imf_gdpc,imf_gdpcppp,imf_gdpgr,imf_infl,imf_inflch,imf_inv,imf_nd,imf_nlb,imf_pop,imf_rev,imf_ue,ipu_l_sw,jw_bicameral,lp_lat_abst,lp_legor,mad_gdppc,mad_gdppc1900,nelda_mbbe,nelda_mtop,nelda_oa,nelda_rpae,no_ef,p_autoc,p_democ,p_durable,p_fragment,p_polity2,p_xconst,pwt_hci,pwt_pop,ross_gas_value_2014,ross_oil_value_2014,rsf_pfi,sc_pcov,sc_penagef,sc_penagem,sc_pgen,sc_sickcov,sc_sickdur,sc_skgen,sc_tgen,sc_uecov,sc_uegen,shec_se,ti_cpi,top_top10_income_share,top_top1_income_share,undp_hdi,unna_pop,van_index,vdem_corr,vdem_delibdem,vdem_egaldem,vdem_gender,vdem_libdem,vdem_mecorrpt,vdem_partipdem,vdem_polyarchy,vi_rsg,vi_rsm,vi_udr,vi_wcoord,voh_gti,wbgi_cce,wbgi_gee,wbgi_pve,wbgi_rle,wdi_acel,wdi_acelr,wdi_acelu,wdi_afp,wdi_agedr,wdi_ane,wdi_araland,wdi_area,wdi_armexp,wdi_armimp,wdi_broadb,wdi_co2,wdi_debt,wdi_eduprp,wdi_eduprs,wdi_elerenew,wdi_elprodcoal,wdi_elprodgas,wdi_elprodhyd,wdi_elprodnuc,wdi_elprodoil,wdi_emp,wdi_empagr,wdi_empagrf,wdi_empagrm,wdi_empind,wdi_empindf,wdi_empindm,wdi_empser,wdi_empserf,wdi_empserm,wdi_eneimp,wdi_expedu,wdi_expeduge,wdi_expedup,wdi_expedus,wdi_expedut,wdi_exph,wdi_exphpr,wdi_exphpu,wdi_expmil,wdi_fdiin,wdi_fdiout,wdi_forest,wdi_fossil,wdi_gdpagr,wdi_gdpcapcon2010,wdi_gdpcappppcon2011,wdi_gdpind,wdi_gdpser,wdi_gerp,wdi_gerpp,wdi_gers,wdi_gert,wdi_homicides,wdi_internet,wdi_lfpf,wdi_lifexp,wdi_lifexpf,wdi_lifexpm,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_poprul,wdi_popurb,wdi_refasy,wdi_refori,wdi_semp,wdi_spr,wdi_tacpsr,wdi_taxrev,wdi_tele,wdi_trade,wdi_unempfilo,wdi_unempilo,wdi_unempmilo,wdi_unempyfilo,wdi_unempyilo,wdi_unempymilo,wdi_wip,wef_bct,wef_ci,wef_ct,wef_dtsb,wef_elec,wef_gci,wef_ias,wef_imort,wef_mobile,wef_oc,wef_pr,wef_ptp,wef_ptsb,wef_qes,wef_qoi,wef_qpe,wef_qsri,wef_wlf,who_alc1979,who_alc1999,who_alc2000,wr_regtype
8,"Albania",1960,"ALB","Albania 1960","ALB60",339,8,"QoGBasTSJan18",,.220426,.0399248,.4718516,0,0,.2808,0,0,.5689,0,.0002,.15,.0001,0,0,0,0,0,,,,,1.8633965,2.9177179,2.3841906,1.2449982,31.102726,11.73804,55.914238,0,47,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,373.72,30.17,3234.8401,50.650002,1611,2007.97,80.809998,,,,,4,0,,,,,,0,1,,,1,0,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4555556,3,1450.9147,685,,,,,,9,0,13,,-9,1,,,0,73789660.5931614,,,,,,,,,,,,,,,,,,0,.0626472702720766,.0285058785604982,.244459362793391,.332883375177331,.0679394199486689,.2370085879502622,.060330942819646,.190089406246528,,,,,,,,,,,,,,83.7067495829256,,,,,62000000,,1.25819492789657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2543658536585,63.247,61.309,40.1549213474356,54.4345670319354,5.41051162062912,,69.295,30.705,,,,,,,.422836507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
8,"Albania",1961,"ALB","Albania 1961","ALB61",339,8,"QoGBasTSJan18",,.220426,.0399248,.4718516,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,381.04999,43.48,3360.8,51.360001,1660,2024.58,94.839996,,,,,4,0,,,,,,0,1,,,1,0,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4555556,3,1462.9677,685,,,,,,9,0,14,,-9,1,,,0,61810939.481807,,,,,,,,,,,,,,,,,,0,.0626472702720766,.0261059411213216,.244459362793391,.332883375177331,.0679394199486689,.2370085879502622,.060330942819646,.190089406246528,,,,,,,,,,,,,,84.95077042392261,,15.7664233576642,27400,,74000000,,1.37418604651163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2734634146342,64.325,62.272,40.5409573521561,54.0684500860075,5.39059256183641,60.5766423357664,69.057,30.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
8,"Albania",1962,"ALB","Albania 1962","ALB62",339,8,"QoGBasTSJan18",,.220426,.0399248,.4718516,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,398.92001,47.189999,3579.8,40.970001,1712,2091,88.160004,,,,,4,0,,,,,,0,1,,,1,0,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4555556,3,1511.3904,685,,,,,,9,0,15,,-9,1,,,0,69603833.3266238,,,,,,,,,,,,,,,,,,0,.0626472702720766,.0263569617086243,.244889160999504,.337962982955704,.0681375332218697,.2370085879502622,.0701030758034152,.19121361498843,,,,,,,,,,,,,,86.2370265090712,,15.9124087591241,27400,,46000000,,1.43995596379167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.16285365853661,65.261,63.117,40.89980456296,53.695003119166,5.40519231787409,62.456897810219,68.985,31.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,,,6
8,"Albania",1963,"ALB","Albania 1963","ALB63",339,8,"QoGBasTSJan18",,.220426,.0399248,.4718516,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,417.04001,75.300003,3815.47,54.27,1764,2162.96,129.58,,,,,4,0,,,,,,0,1,,,1,0,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4555556,3,1562.9426,685,,,,,,9,0,16,,-9,1,,,0,76486578.52320001,,,,,,,,,,,,,,,,,,0,.0626472702720766,.0263569617086243,.244889160999504,.347717023919836,.0681375332218697,.2370085879502622,.0826117092615781,.19121361498843,,,,,,,,,,,,,,87.43023027067839,,16.0583941605839,27400,,11000000,,1.18168114415975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8870975609756,66.017,63.811,41.2118954457162,53.3531896071228,5.43491494716101,64.3292335766423,68.914,31.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.91000003,,,6
8,"Albania",1964,"ALB","Albania 1964","ALB64",339,8,"QoGBasTSJan18",,.220426,.0399248,.4718516,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,437.87,85.309998,4063.3701,59.889999,1817,2236.3101,145.2,,,,,4,0,,,,,,0,1,,,1,0,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4555556,3,1616.4728,685,,,,,,9,0,17,,-9,1,,,0,76812610.7828508,,,,,,,,,,,,,,,,,,0,.0626472702720766,.0263569617086243,.244889160999504,.347717023919836,.0681375332218697,.2370085879502622,.0730631341026751,.19121361498843,,,,,,,,,,,,,,88.2833962800709,,16.1678832116788,27400,,7000000,,1.11174195966673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.4381951219512,66.58499999999999,64.346,41.4324636728389,53.1114513886742,5.45608493848696,66.2093065693431,68.842,31.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,6
8,"Albania",1965,"ALB","Albania 1965","ALB65",339,8,"QoGBasTSJan18",,.220426,.0399248,.4718516,0,0,.2668,0,0,.5214,0,.0001,.21,.0016,0,0,0,0,0,,,,,2.2964609,3.579478,2.9153938,2.0069087,33.305756,15.935729,48.75161,0,52,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,462.10999,105.03,4334.5698,34.299999,1870,2317.95,139.33,,,,,4,0,,,,,,0,1,,,1,0,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4555556,3,1675.4469,685,,,,,,9,0,18,,-9,1,,,0,81608350.022679,,,,,,,,,,,,,,,,,,0,.0626472702720766,.0263569617086243,.244889160999504,.347717023919836,.0681375332218697,.2370085879502622,.0730631341026751,.19121361498843,,,,,,,,,,,,,,88.64302412979291,,16.7883211678832,27400,,177000000,,1.16609904273455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.8273902439024,66.987,64.723,41.5320719889248,53.0101654690487,5.4577625420265,68.05806569343071,68.77,31.23,,,,,,,.746464551,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,6
8,"Albania",1966,"ALB","Albania 1966","ALB66",339,8,"QoGBasTSJan18",,.220426,.0399248,.4718516,,,,,,,,,,,,,,,,,,,,,,,,,,,0,53,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,493.10001,48.759998,4625.0801,41.23,1923,2405.1399,89.989998,,,,,4,0,,,,,,0,1,,,1,0,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4555556,3,1738.264,685,,,,,,9,0,19,,-9,1,,,0,85659335.66018949,,,,,,,,,,,,,,,,,,0,.0626472702720766,.0263261856768765,.247740955196737,.384422089190873,.0680484198032439,.2370085879502622,.0721793236000902,.191378375631116,,,,,,,,,,,,,,88.841840508951,,17.3357664233577,27400,,74000000,,1.33305546458662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0893170731707,67.273,64.962,41.6419676709699,52.9543558452293,5.40367648380083,69.87492700729931,68.69799999999999,31.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,,6
8,"Albania",1967,"ALB","Albania 1967","ALB67",339,8,"QoGBasTSJan18",,.220426,.0399248,.4718516,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,527.58002,49.68,4905.5698,46.040001,1965,2496.47,95.720001,,,,,4,0,,,,,,0,1,,,1,0,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4555556,3,1803.6902,685,,,,,,9,0,20,,-9,1,,,0,92375863.30096141,,,,,,,,,,,,,,,,,,0,.0626472702720766,.0263261856768765,.247740955196737,.397921853532442,.0681058655966437,.2370085879502622,.071510817998722,.191378375631116,,,,,,,,,,,,,,88.4553765322314,,17.8102189781022,27400,,161000000,,1.36374630010816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.28721951219509,67.517,65.116,41.5998855251907,53.0629766552442,5.33713781956509,71.73715328467151,68.62600000000001,31.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,,,6
8,"Albania",1968,"ALB","Albania 1968","ALB68",339,8,"QoGBasTSJan18",,.220426,.0399248,.4718516,,,,,,,,,,,,,,,,,,,,,,,,,,,0,55,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,569.81,58.720001,5221.9902,48.68,2019,2586.4199,107.4,,,,,4,0,,,,,,0,1,,,1,0,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4555556,3,1868.7852,685,,,,,,9,0,21,,-9,1,,,0,101852635.838803,,,,,,,,,,,,,,,,,,0,.0626472702720766,.0255959134544228,.247740955196737,.397921853532442,.0678485939172077,.2370085879502622,.0707468115971583,.191378375631116,,,,,,,,,,,,,,87.64153578212,,18.2481751824818,27400,,265000000,,1.51955127697956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.47495121951221,67.779,65.233,41.4360874332833,53.2930955307832,5.27081703593342,73.8055474452555,68.554,31.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4400001,,,6
8,"Albania",1969,"ALB","Albania 1969","ALB69",339,8,"QoGBasTSJan18",,.220426,.0399248,.4718516,,,,,,,,,,,,,,,,,,,,,,,,,,,0,56,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,618.10999,63.84,5561.1001,51.52,2080,2673.6001,115.36,,,,,4,0,,,,,,0,1,,,1,0,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4555556,3,1932.2531,685,,,,,,9,0,22,,-9,1,,,0,108050867.653225,,,,,,,,,,,,,,,,,,0,.0626472702720766,.0317563486844323,.247740955196737,.398681487266324,.0678485939172077,.2370085879502622,.0708055383233317,.191378375631116,,,,,,,,,,,,,,86.6288931523552,,18.6131386861314,27400,,297000000,,1.5589675720987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6816097560976,68.084,65.346,41.197616939561,53.5822824057118,5.22010065472723,75.9742700729927,68.452,31.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,,,6
8,"Albania",1970,"ALB","Albania 1970","ALB70",339,8,"QoGBasTSJan18",,.220426,.0399248,.4718516,0,0,.276,0,0,.4838,0,.0001,.24,0,0,0,0,0,0,,,,,2.624105,4.0113468,3.3144577,2.5852997,34.557533,19.053772,43.803394,0,57,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.69083,29.31214,0,,,,,,,,,,,,,,,,,,,,,,,911.5,62.689999,7998.1802,59.709999,2135.6001,3745.1699,122.41,,,,,4,0,,,,,,0,1,,,1,0,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4555556,3,2003.5366,685,1,0,0,0,,9,0,23,,-9,1,1.5591446,2.150602,13211787,119472551.029878,,,,,,,,,,,,39.49,,,,,2150602,0,.0626472702720766,.0272888708293559,.248011360504707,.412051640406061,.0676432038487044,.2370085879502622,.0698506208360489,.190367780270874,,,,,,,,,,,,,,85.53990863231721,,19.014598540146,27400,,250000000,,1.75323990542637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9325853658537,68.441,65.496,40.9100166558325,53.8967766174803,5.19320672668718,77.9371897810219,68.26000000000001,31.74,,,,,,,8.088020099,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,,6
8,"Albania",1971,"ALB","Albania 1971","ALB71",339,8,"QoGBasTSJan18",,.220426,.0399248,.4718516,,,,,,,,,,,,,,,,,,,,,,,,,,,0,58,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.69083,30.33766,0,,,,,,,,,,,,,,,,,,,,,,,969.23999,76.790001,8301.3701,75.610001,2188.6499,3792.9199,152.39,,,,,4,0,,,,,,0,1,,,1,0,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4555556,3,2083.6216,685,,,,,,9,0,24,,-9,1,1.5871323,2.20204,16586937,158829759.742317,,,,,,,,,,,,38.91,,,,,2202040,0,.0626472702720766,.0273932275833738,.248254190217597,.430866243546931,.0677697495265626,.2370085879502622,.0688807641122598,.19097568808068,,,,,,,,,,,,,,84.2384617910908,3.50444575618605,19.3430656934307,27400,,330000000,,1.98949792330655,,,,,0,0,57.1428571428571,0,42.8571428571429,,,,,,,,,,,-41.6994116955347,,,,,,,,,,,,,74.6607032875427,,,,,,,25.1666793823242,,13.9085903167725,,,,67.23887804878051,68.84,65.714,40.5409995753928,54.2774751536647,5.18152527094256,79.84864963503649,68.06699999999999,31.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,6
8,"Albania",1972,"ALB","Albania 1972","ALB72",339,8,"QoGBasTSJan18",,.220426,.0399248,.4718516,,,,,,,,,,,,,,,,,,,,,,,,,,,0,59,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.69083,25.2711,0,,,,,,,,,,,7,,,,.25,,7,,3,,,,1028.52,58.59,8649,79.360001,2241.6201,3858.3701,137.95,,,,,4,0,,,,,,0,1,8,3,1,0,.a,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4555556,3,2165.2031,685,,,,,4,9,0,25,,-9,1,1.6156224,2.253842,18506390,221226932.134426,,,,,,,,,,,,38.38,,,,,2253842,0,.0626472702720766,.0273932275833738,.241886979563911,.430517371162693,.0677697495265626,.2370085879502622,.06811702961923,.19097568808068,,,,,,,,,,,,,,83.0058096797537,3.98633521370928,19.7080291970803,27400,,134000000,,2.51591439803203,,0,,,0,0,62.0689655172414,0,37.9310344827586,,,,,,,,,,,-53.6342346880178,,,,,,,,,,,,,77.1741106583994,,,,,,,27.997579574585,,14.9286098480225,,,,67.5859512195122,69.247,66.00400000000001,40.1786902731511,54.6430897613144,5.17821996553444,81.8659124087591,67.87300000000001,32.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5599999,,,6
8,"Albania",1973,"ALB","Albania 1973","ALB73",339,8,"QoGBasTSJan18",,.220426,.0399248,.4718516,,,,,,,,,,,,,,,,,,,,,,,,,,,0,60,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.69083,26.37753,0,,,,,,,,,,,7,,,,.25,,7,,3,,,,1102.59,76.029999,8991.96,98.690002,2294.5801,3918.79,174.72,,,,,4,0,,,,,,0,1,8,3,1,0,.a,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4555556,3,2273.0488,685,,,,,4,9,0,26,,-9,1,1.644624,2.305999,24114336,270772284.119408,,,,,,,,,,,,37.81,,,,,2305999,0,.0626472702720766,.0272585991255706,.244180202906888,.430602164515475,.0676190963561999,.2370085879502622,.06720951163536,.190235964892532,,,,,,,,,,,,,,81.7236094506481,5.53273763822282,20,27400,,104000000,,2.30389741687392,,0,,,0,0,66.2162162162162,0,33.7837837837838,,,,,,,,,,,-72.518525326366,,,,,,,,,,,,,74.3666339192289,,,,,,,,,,,,,67.9579512195122,69.64,66.356,39.7897140636851,55.0286361292679,5.18164980704709,83.82306569343071,67.679,32.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,,,6
8,"Albania",1974,"ALB","Albania 1974","ALB74",339,8,"QoGBasTSJan18",,.220426,.0399248,.4718516,,,,,,,,,,,,,,,,,,,,,,,,,,,0,61,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,20.69083,29.10703,0,,,,,,,,,,,7,,,,.25,,7,,3,,,,1224.4399,123.21,9366.2695,157.44,2347.6101,3989.71,280.64999,,,,,4,0,,,,,,0,1,8,3,1,0,.a,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4555556,3,2281.5227,685,1,0,0,0,4,9,0,27,,-9,1,1.6741462,2.358467,27680624,721659200.288728,,,,,,,,,,,,37.35,,,,,2358467,0,.0626472702720766,.0275862321076728,.244624653182946,.434209108294926,.0678767484199538,.2370085879502622,.0666799885995025,.191458326946204,,,,,,,,,,,,,,80.2356284947585,6.1230313057775,20.3284671532847,27400,,134000000,,1.84900669071079,,0,,,0,0,68.4210526315789,0,31.5789473684211,,,,,,,,,,,-49.2182729217977,,,,,,,,,,,,,75.3974630495873,,,,,,,,,,,,,68.3483414634146,70.014,66.762,39.3287068739259,55.4829140842998,5.18837904177424,85.77094890510951,67.484,32.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,,,6
8,"Albania",1975,"ALB","Albania 1975","ALB75",339,8,"QoGBasTSJan18",,.220426,.0399248,.4718516,0,0,.292,0,0,.4548,0,.0001,.2531,0,0,0,0,0,0,,,,,3.2990906,4.6437364,3.9783189,3.6151545,32.046513,25.539631,38.798702,0,62,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,1,1,,0,3,100,100,,0,,,1,0,,0,20.69083,28.88173,0,,,,,,,,,,,7,,,,.25,,7,,3,,,,1359.72,120.48,9718.1104,155.95,2400.8,4047.8601,276.42999,,,,,4,0,,,,,,0,1,8,3,1,0,.a,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4555556,3,2289.4722,685,,,,,4,9,0,28,,-9,1,1.7041982,2.411229,40667636,676937175.498904,,,,,,,,,,,,36.93,,,,,2411229,0,.0626472702720766,.0275862321076728,.244624653182946,.439754815032822,.0678767484199538,.2370085879502622,.0660114070847076,.191458326946204,,,,,,,,,,,,,,78.5124310489322,6.91916245952089,20.5474452554745,27400,,53000000,,1.91063363704144,,0,,,0,0,71.9101123595506,0,28.0898876404494,,,,,,,,,,,-47.1951746887382,,,,,,,,,,,,,75.7464247641652,,,,,,,,,,,,,68.7412195121951,70.37000000000001,67.19,38.7846197934746,56.0185283106665,5.19685189585892,87.7675547445255,67.288,32.712,,,,,,,.892609883,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,,,6
8,"Albania",1976,"ALB","Albania 1976","ALB76",339,8,"QoGBasTSJan18",,.220426,.0399248,.4718516,,,,,,,,,,,,,,,,,,,,,,,,,,,0,63,2,2,1,2,98,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,1,1,,1.1102230e-16,3,100,100,,0,,,1,1.1102230e-16,,0,20.69083,31.67371,0,,,,,,,,,,,7,,,,.25,,7,,3,,,4,1457.63,81.589996,10071.77,132.14,2454.25,4103.7998,213.73,,,,,4,0,,,,,,0,1,8,3,1,0,.a,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4555556,3,2298.6362,685,,,,,4,9,0,29,,-9,1,1.7392113,2.464338,58793936,741487120.8837121,,,,,,,,,,,,36.52,,,,,2464338,0,.0626472702720766,.0275862321076728,.24675278373434,.4428585613886,.0678271108727671,.2370085879502622,.0623819645758205,.191458326946204,,,,,,,,,,,,,,77.0341247038661,7.45971570904735,20.985401459854,27400,,5000000,,2.01358456245734,,,,,0,0,74.5098039215686,0,25.4901960784314,,,,,,,,,,,-41.3904654424333,,,,,,,,,,,,,76.1939197382069,,,,,,119.347679138184,,84.978271484375,,,,,69.11551219512199,70.711,67.596,38.2957112991086,56.4862908304712,5.21799787042027,89.7272262773723,67.092,32.908,,,,,,,.904975192,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,,,6
